area,id,lat,lon,name,elevation
871.5268773,48276805,18.5375357,-72.3458316,PORT AU PRINCE HOSPITAL asile franí_ais,7.567720413
871.5268773,48276806,18.5388103,-72.3445303,HíÇpital Saint Franí_ois de Salle,9.027683258
961.3448738,48374633,18.5381372,-72.3401107,Hospital Frances,21.54178047
496.4947986,48681838,18.5402855,-72.3380382,Clinique-Hopital Le Messie,25.95232582
2684.345505,148978354,18.5268011,-72.3444956,HíÇpital Sanatorium,79.75432587
240.0634191,168183004,18.5300602,-72.3127518,Dispensaire Saint-Luc,170.8942871
34.04535762,380554154,18.5222029,-72.3373855,Health care,135.849884
871.5268773,380648401,18.538972,-72.3408989,HíÇpital de l'Universití© d'í_tat d'Haí¿ti,18.34911156
245.5194059,49549669,19.6248772,-72.2881158,DISPENSAIRE DE TOVAR,52.95924377
221.513064,49549668,19.6166863,-72.2895564,DISPENSAIRE LA DELIVRANCE,69.20667267
301.1704713,248947092,19.251914,-72.2902077,Health care,358.8512878
871.5268773,293852197,18.6458378,-72.277234,Community Hospital of Bon Repos,14.2840929
228.0602482,92286164,18.6262992,-72.2695525,Centre de sante Merlin,21.18998146
2389.722218,85876624,18.5552795,-72.2998658,Centre de Rí©fí©rence des Urgences en Obstí©trique (CRUO),66.55319214
199.6891168,125691714,18.5920665,-72.2762041,Policlinique saint-jean,31.762743
649.262429,169994295,18.5647834,-72.2828253,Centre mí©dico-social PETIT PLACE CAZEAU,75.42560577
871.5268773,471328450,18.5697889,-72.2658464,"Centre de soin Nap Kenbe, MSF",50.75938797
528.1395221,48288056,18.5171357,-72.2888409,HíÇpital Eliazar Germain,342.1531372
611.0705214,48650863,18.5310838,-72.2929127,Health care,227.6027222
172.4091828,108594435,18.5353734,-72.3012924,JP_HRO hospital,210.3742676
571.7874165,164615378,18.5385307,-72.2955646,DASH,174.257843
115.6669201,164950390,18.5172226,-72.2854024,Service de Sante FONDEFH,346.7775574
888.2346507,380135593,19.7214298,-72.2379029,Hopital Sarepta,26.55627251
12.00317096,89989622,18.6561488,-72.251342,Save the children,37.08836365
14.18556568,89989628,18.6561266,-72.2512976,Save the children,37.00304031
15.71324198,89989635,18.6561068,-72.2512569,Save the children,36.82723236
74.31054019,86157114,18.5974128,-72.2563467,Hopital,39.97436142
19.75067221,80348988,18.5602152,-72.2647399,Health care,68.6363678
11.78493148,80349043,18.5603611,-72.2645325,Health care,68.24246979
20.40539063,80349202,18.5603154,-72.2646431,Health care,68.39685822
252.0665901,48706844,18.3163054,-72.2388845,Health care,1696.746826
210.6010904,120371499,18.314762,-72.2272034,Health care,1646.031738
871.5268773,48426089,19.7630694,-72.205021,HíÇpital Justinien,31.76928711
871.5268773,238318653,18.8371445,-72.1162219,HíÇpital Universitaire de Mirebalais,113.059288
721.2814547,49430067,18.6535742,-72.0939554,CENTRE DE SANTE DE THOMAZEAU,45.99911118
568.5138244,50219678,18.532268,-72.0619929,CENTRE DE SANTE DE GANTHIER,112.2590027
871.5268773,48527078,19.1368157,-72.013928,Health care,256.8075562
828.218796,248956118,19.270421,-71.9415265,Centre de Santí© de Cerca-Carvajal,448.4787903
1800.475643,49091941,19.6655556,-71.841117,HíÇpital de Fort-Libertí©,8.58027935
1549.500251,447015808,18.3060275,-71.8329328,Health care,1587.911011
177.8651696,217531692,19.6611838,-71.8131756,Dispensaire de Derac,8.640007019
172.4091828,446954157,18.2764149,-71.8107704,CENTRE DE SANTE SAVANNE ZOMBIE,1458.018555
6874.543366,222754530,18.0320065,-71.7456592,Hospital Provincial Dr. Elio Fiallo,14.01284409
819.4892171,49093627,19.5493436,-71.720243,Centre Medicosocial de Ouanaminthe,39.41489029
7158.254679,391294,18.5558996,-72.2978304,HíÇpital Universitaire de la Paix,69.9977951
1527.676303,406367,18.5700952,-72.3234034,Hospital Caritas,12.4246273
1178.493148,414617,18.5240606,-72.2724849,Hopital de la Communaute Haitienne (HCH),259.2567139
261.8873663,629052253,18.5623233,-74.4220373,HÌ«pital de la communautÌ© Dame-Marienne,12.35067081
163.6796039,629137235,18.5604822,-74.422884,Dispensaire Notre Dame des Malades,18.09712982
33.49975894,629143219,18.5168441,-74.4413426,DISPENSAIRE DE BARIADELLE,11.90733242
303.1681772,629052234,18.4900238,-74.4539227,CENTRE DE SANTE SAINT JEAN BAPTISTE,25.87824249
90.46026111,629143210,18.4413739,-74.4491912,DISPENSAIRE DE MANDOU,50.9868927
303.1681772,629143204,18.406119,-74.4498431,Sant Sante Espwa AFSC,13.82044697
59.79761531,631502438,18.3722099,-74.4473329,Saint Joseph de Carcasse,15.73236179
303.1681772,631502455,18.5576703,-74.3957517,SKS Petite RiviÌ¬re de Dame Marie,246.6433105
303.1681772,631502443,18.460636,-74.398658,Sainte HÌ©lÌ¬ne d'Anse d'Hainault,290.5761414
303.1681772,631502478,18.4606367,-74.3986583,Iceus Picard de Sicard,290.6123962
44.73909175,4753499538,18.4891315,-74.3724517,Potential site for Dispensary SICARD,211.0305023
35.35479445,629143216,18.5453536,-74.3654283,Dispensaire de Desormeaux,470.0090027
113.4845254,629143235,18.490001,-74.35058,DISPENSAIRE DE BOURDON,112.7944794
36.1186326,619411412,18.6499772,-74.3074044,MaternitÌ© des Abricots,11.99513721
305.5352607,629138573,18.6486017,-74.3072213,Dispensaire Saint-Joseph,12.92408943
303.1681772,624666202,18.6333088,-74.300012,MaternitÌ© des Abricots,155.1932983
303.1681772,631502465,18.6150255,-74.3156886,Sidp. De Saint Victor de Abricots,91.06507874
73.21934283,629143215,18.550485,-74.3132275,CENTRE DE SANTE DE CHAMBELLAN,69.8401947
303.1681772,629093364,18.6477548,-74.2780488,Centre de SantÌ© LÌ©on Coicou,13.28715134
303.1681772,631502448,18.630669,-74.237501,Chemen La vi de Bonbon,97.66912079
303.1681772,631502451,18.630669,-74.237501,HHF de Bonbon,97.66912079
45.39381016,629143231,18.5597788,-74.2591016,Centre de santÌ© de Moron,88.04775238
303.1681772,629143238,18.5597133,-74.2562496,DISPENSAIRE DE MORON (NOTRE DAME DE LOURDES),66.60623932
53.25043115,4490697581,18.5603834,-74.259226,Hopital Cadette,87.68411255
303.1681772,631502473,18.4771329,-74.2653214,HHF de Moron,364.7786255
303.1681772,1269685130,18.6358932,-74.1862134,Hopital Saint Charles,515.7817383
303.1681772,629143226,18.5872568,-74.2089422,DISPENSAIRE DE MARFRANC,35.0741806
1034.455097,1278230591,18.3077809,-74.2193116,Centre de SantÌ© de Debauche,11.30604458
98.09864263,629143284,18.6624317,-74.1574893,NUMERO 2,40.12647247
303.1681772,631487454,18.633,-74.167,Centre de santÌ© Sainte HÌ©lÌ¬ne (CSSH),394.7221069
115.6669201,627845052,18.5952867,-74.137917,DISPENSAIRE DE LATIBOLIERE,170.2065125
307.7176554,629143270,18.5363885,-74.1574554,Dispensaire de PrÌ©vilÌ©,364.3770447
303.1681772,631502495,18.533834,-74.161041,CARITAS,335.006958
303.1681772,631502501,18.5338344,-74.1610411,Sainte Famille de Bordes,335.0059814
195.3243274,629143155,18.2736076,-74.1660831,Sainte Anne,9.316976547
202.9627089,629135430,18.6471949,-74.1155035,Dispensaire de Mackandal,15.71247196
303.1681772,629136359,18.6462167,-74.120306,SANT SANTE ESPWA - HHF,64.19680023
70.3822297,629143288,18.6376058,-74.1121742,Centre de santÌ© de Sainte HÌ©lÌ¬ne,35.45574188
716.9166653,629143292,18.6408268,-74.1226046,HHF,103.4040146
54.23250877,629205841,18.6441327,-74.1135521,FOSREF Jeunes Jeremie,19.86163902
308.8088528,629234666,18.645613,-74.11801,HÌ«pital Saint-Antoine,52.37269592
78.34797042,631518663,18.643055,-74.116666,HÌ«pital Asile Notre-Dame de Lourdes,47.72812653
177.8651696,631520478,18.6500138,-74.1166688,Jeremie Hospital la Source,12.14272308
504.1331802,629143259,18.622122,-74.1116,CENTRE MEDICO - SOCIAL DE GEBEAU,15.50090694
303.1681772,631487462,18.567,-74.1,CENTRE MEDICAL CHARLES COLIMON,149.1117401
303.1681772,629143277,18.5454574,-74.1112632,Dispensaire Siloe de LÌ©on,86.65010834
66.78127841,627845049,18.3177499,-74.093333,DP SAINTE ANNE DE RENDEL,233.3541412
303.1681772,629042574,18.2490093,-74.0979721,CENTRE DE PORT-A-PIMENT,8.105508804
126.5788937,629143281,18.509299,-74.0623764,LOPINEAU DISPENSAIRE ST ANTOINE DE PADONNE,485.6465759
303.1681772,631502497,18.515266,-74.040575,CMS de GÌ©beau ÌÊ Roseaux,380.6705322
303.1681772,631502498,18.5151955,-74.0405255,Bon Samaritain des Roseaux,376.5486145
198.5979195,627845043,18.2292752,-74.0636986,DP DE DAMASSIN,9.533501625
64.9262429,629052215,18.2060695,-74.0404281,CENTRE DE SANTE DE COTEAUX,11.13286304
113.4845254,629143274,18.5991791,-74.0156629,DISPENSAIRE DE ROSEAUX,25.90877342
71.03694811,629143263,18.5366964,-74.0000479,DISPENSAIRE DE CARREFOUR - CHARLES,180.2848663
303.1681772,629143266,18.4772919,-73.9975895,DISPENSAIRE DE MOMBIN,572.3587646
303.1681772,631501121,18.24045,-74.02541,Coteaux,394.2655334
303.1681772,631501124,18.24045,-74.02541,Damassin,394.2655334
349.1831551,627845046,18.1799597,-74.0033327,DP LILIAN DE ROCHE A BATEAU,13.16678429
303.1681772,629134184,18.4781551,-73.9591297,DISPENSAIRE LA PROVIDENCE DE BEAUMONT,662.8805542
303.1681772,631502482,18.505214,-73.951431,Saint GÌ©rard de chadonnette,373.5803833
303.1681772,631502486,18.505214,-73.951431,GÌ©beau ÌÊ Corail,373.5803833
303.1681772,631502496,18.505214,-73.951431,Sainte Claire de Corail,373.5803833
303.1681772,631502499,18.505214,-73.951431,SSPE de Moulines,373.5803833
303.1681772,4904771057,18.4714492,-73.94305,HOPITAL SAINT AGNES DE BEAUMONT,596.1383667
303.1681772,629143193,18.2672695,-73.9474093,LeprÌ»tre,192.7004547
303.1681772,627845045,18.1320792,-73.9469258,Dispensaire de Carpentier,16.45993805
303.1681772,629052224,18.5675844,-73.8926914,HÌ«pital Saint-Pierre,12.1341114
47.68532462,631519282,18.567222,-73.892222,CORAIL HOSPITAL CORAIL,14.14551353
303.1681772,629143242,18.4350786,-73.9010862,Dispensaire de Duchity,737.7946167
289.1673003,629093357,18.1738972,-73.9098385,DISPENSAIRE DE CHATEAU,192.9761505
303.1681772,631501119,18.1173394,-73.9056234,Carpentier,170.5945587
803.1212567,629531886,18.0822924,-73.9201108,L'HÌ«pital Communautaire PORT-SALUT,17.93902779
303.1681772,629093362,18.3293492,-73.8532676,Dispensaire de Mazenod,231.7886047
85.8772322,629143255,18.336333,-73.8864404,DISPENSAIRE DE RHE,314.6185913
303.1681772,629052195,18.3127007,-73.8656231,Centre de SantÌ© Camp Perrin,191.8034058
68.74543366,629143256,18.2880473,-73.8839377,Ferme Leblanc,201.8422546
303.1681772,1524203172,18.3288818,-73.8525892,Health care,229.8883057
303.1681772,629143184,18.2345147,-73.8875046,Dispensaire de Ducis,90.52218628
136.39967,629143144,18.2054155,-73.859814,Dispensaire de BÌ©raud,52.47405243
82.71275986,629143173,18.2029657,-73.8889532,Dispensaire Chantal,54.82099533
303.1681772,631487446,18.2,-73.883,DISPENSAIRE DE CHANTAL,50.22033691
303.1681772,1524202250,18.2086605,-73.8631748,Health care,53.37382126
303.1681772,1524202458,18.2166638,-73.8703967,Health care,67.28240967
303.1681772,629093356,18.1458351,-73.8752776,Dispensaire d'Arniquet,38.79198074
157.1324198,629143167,18.1151618,-73.8520544,Carrefour Joute,35.46637344
108.1376583,631487437,18.126,-73.888,CHOSCAL-Centre Hospitalier Sainte-Catherine Laboure,257.6660767
55.2145864,627845039,18.0602275,-73.8848275,DP DE Dumont,128.5514679
250.9753927,629052246,18.5412652,-73.7992741,CENTRE DE SANTE DE PESTEL,37.60573578
303.1681772,631502503,18.4935069,-73.8246957,SSPE Espwa de Pointe Sable,319.7527466
303.1681772,631502504,18.4935135,-73.8247048,SSPE des Basses,320.0170593
303.1681772,631502505,18.493513,-73.824715,Anse -ÌÊ- MaÌ_on,319.9570923
303.1681772,629143246,18.29567,-73.8288378,Dispensaire de Guichard,131
303.1681772,629143134,18.2810586,-73.8438728,Dispensaire de Mersan,138.3951874
303.1681772,629143301,18.2823447,-73.8032252,LABORDE,89.29903412
118.9405122,629143150,18.2279823,-73.7993797,FONFRED,48.13662338
44.84821148,629531895,18.1972157,-73.8262919,Maison de Naissance,32.56271362
376.4630891,629143140,18.1726895,-73.8322228,Dispensaire de Maillard,23.89731216
286.9849056,629143164,18.1603922,-73.8065839,Dispensaire Saint-Joseph,9
303.1681772,629052260,18.0418894,-73.8402911,Centre de santÌ© Saint-Jean-du-sud,81.92456055
303.1681772,629143294,18.6067524,-73.7949771,"CENTRE DE SANTE "" ESPWA '' DE CAYEMITTES",11.20102692
303.1681772,631453859,18.5,-73.783333,ABRICOTS HOSPITAL MATERNITE DES ABRICOTS,383.2331848
64.16240475,629143304,18.353111,-73.7733071,Melon,74.94287872
303.1681772,629143313,18.3451443,-73.7778185,Cente De Sante De Maniche,76.6581192
303.1681772,631501117,18.300737,-73.761431,Quatre Chemins,52.76000214
303.1681772,631501120,18.3009073,-73.7614862,Terre des Hommes,53.25603485
303.1681772,631501123,18.3007108,-73.7616448,LKTMBD,53.58501816
303.1681772,631501125,18.3005602,-73.7614931,Bur/Enic,52.24503326
303.1681772,631501128,18.3008745,-73.7611896,HIC,53.16049957
303.1681772,631502506,18.3005929,-73.761231,FORSREF,52.34027863
303.1681772,629143178,18.2688429,-73.7759625,Dispensaire World Vision de Cance,53.93085098
303.1681772,631487439,18.267,-73.75,CENTRE LAKAY DES CAYES,38.30316925
303.1681772,631487444,18.267,-73.783,La Fanmy,59.06962585
303.1681772,629093359,18.2280078,-73.7607868,Centre de santÌ© CitÌ© LumiÌ¬re,34.02167892
133.1260779,629143160,18.2134773,-73.7511123,MISSIONNAIRES,15.29885197
303.1681772,629143197,18.1930171,-73.7776179,Colette,15.67058468
231.3338402,629531891,18.2223586,-73.7453184,SANATORIUM DES CAYES,34.14700317
13.639967,1625974489,18.2023579,-73.7616591,Centre de SantÌ© SimÌ©on,15.91617012
73.4375823,1627275003,18.1956223,-73.7580722,Centre de sante Bel Kay,12.28918362
303.1681772,1630338224,18.1948753,-73.7577349,I.O. Brenda,11.59355259
250.9753927,3823072172,18.2011265,-73.7535726,Centre de santÌ© communautaire,12.17916298
90.24202164,631517814,18.192777,-73.751388,Hopital gÌ©nÌ©ral Les Cayes,9.641499519
92.97001504,1625809204,18.1960118,-73.7540364,Clinique MÌ©dicale,9.876676559
153.8588277,1627318217,18.1940877,-73.751465,Complexe mÌ©dico-lÌ©gal du sud,8.039104462
303.1681772,1630241027,18.1920777,-73.7524688,CITY MED,7.424850941
303.1681772,1687334060,18.0543642,-73.7928254,Saint Antoine,23.39547539
91.76969795,627836962,18.5749215,-73.7083098,"Dispensaire ""Les Basses""",6.960355759
303.1681772,629143297,18.3569467,-73.7230566,Dory,72.73678589
43.42965491,629143189,18.2621264,-73.7353192,LAURENT,45.20325851
506.3155749,616064948,18.1919778,-73.7448006,"Dispensaire ""N.D. des Malades""",8.601789474
134.2172752,629046279,18.1946053,-73.749284,Klinik Lafanmy,9.847800255
36.77335102,629048170,18.1951337,-73.7498005,CROIX ROUGE HAITIENNE CAYES,10
1041.002281,629131227,18.194405,-73.743467,Kay Timoun Bondye,6.662214756
329.5416026,629201178,18.193526,-73.7504178,Hopital ImmaculÌ©e Conception,9.798420906
105.5187847,629205847,18.198481,-73.7505,FOSREF-LAKAY CAYES,9.973161697
2182.394719,631592034,18.1982259,-73.7459112,Hopital de la CharitÌ©,8
303.1681772,1624408832,18.197155,-73.7505564,INSTITUTION Medical Chuirgical,9.032538414
303.1681772,1625885701,18.1940571,-73.7490897,Laboratoire mÌ©dico-lÌ©gal,9.119633675
79.33004805,1627281774,18.1943615,-73.7484412,Fanmmiy Clinique mÌ©dico-chirurgicale,10.48536682
303.1681772,1627374527,18.1937248,-73.7487301,Clinque de la vision,9.627203941
123.3053016,1630421860,18.197048,-73.7498334,Health care,9.628050804
79.76652699,1633038077,18.1954145,-73.7462119,Nucu Lab,10
177.8651696,1633259293,18.1956999,-73.7453729,J.C Foundation Diabetics,10
33.93623788,1673707214,18.1999587,-73.7499367,Sanatorium des Cayes,9.130034447
303.1681772,1645725417,18.1911288,-73.7482583,Dispensaire Sainte Claire,8.332578659
303.1681772,631504459,18.493214,-73.681588,BaradÌ¬res,21.35997581
303.1681772,1646105371,18.3455898,-73.6967358,Centale De Sante De Clanard,57.59612274
60.34321399,619429737,18.2996009,-73.6589662,Hospital Bonne Fin,21.90379715
303.1681772,629052210,18.2983423,-73.6529925,C.S CAVAILLON,21.9388752
28.58937082,629093365,18.2519855,-73.6516443,FLAMANDS,25.10404205
303.1681772,1697113917,18.1081066,-73.7007778,Health care,11.12475491
303.1681772,1681956410,18.0833329,-73.6541915,Centre de SantÌ© Madame Bernard,17.57767677
303.1681772,631487450,18.567,-73.617,HOSPITAL ARMEE DU SALUT/CLINIC BETHEL,42.62080002
303.1681772,629093353,18.4144448,-73.6358344,SUDRE,597.9830322
303.1681772,629205860,18.3935309,-73.6115628,Hopital LumiÌ¬re Bonne Fin,431.250946
4626.676805,1278490508,18.3937954,-73.6120123,CTC de l'hospital de Lumiere,436.1365051
303.1681772,631501116,18.342617,-73.632535,Cavaillon NDPS,227.5053558
303.1681772,631501129,18.3426172,-73.6325356,Com. Bonne Fin,227.4900055
303.1681772,1646132339,18.3612654,-73.6268298,Dispensaire Notre Dame De Gros Marin,88.47214508
303.1681772,627835023,18.2909923,-73.5703972,DP SAINTE ANNE DE SUCRERIE HENRY,46.57240677
303.1681772,630731439,18.5274015,-73.5096684,Centre de SantÌ© de Petit Trou de Nippes,7.889618397
303.1681772,631504461,18.453494,-73.521876,SSPE de Plaisance,431.8353882
303.1681772,631504466,18.4534949,-73.5218762,SSPE de Gauthier Civil,431.8850708
303.1681772,629031275,18.3726541,-73.5281134,Dispensaire de Changeux,462.0636597
303.1681772,631501115,18.282439,-73.531349,World Vision BD,266.5465088
303.1681772,631501130,18.282439,-73.531349,Cherette,266.5465088
303.1681772,627835019,18.2646947,-73.5420782,DP SAINT PATRICK,27.81572342
437.5701412,629052268,18.2629911,-73.5464691,CENTRE DE SANTE DE SAINT LOUIS DU SUD,14.17422199
303.1681772,629031272,18.3728412,-73.4965597,CENTRE DE BETHESDA PLEUVANT DE L'AZILE,325.0702209
303.1681772,631487458,18.388,-73.5,MATERNITE ISAIE JEANTY,324.8004456
303.1681772,631487459,18.433,-73.45,CENTRE JEUNES DE DELMAS 19,274.1921082
146.2204462,629031273,18.3834705,-73.4151558,DISPENSAIRE DE L'AZILE,140.5608978
303.1681772,631504473,18.3768537,-73.4359118,SSPE de Morisseaux,202.717926
303.1681772,631487463,19.817,-73.383,CARE SOS FRANCE,0
474.6708514,630656063,19.8033335,-73.3752506,CENTRE DE SANTE MOLE ST NICOLAS,25.21276665
303.1681772,629031283,19.7060127,-73.3938075,DISPENSAIRE DE DESFORGES,499.7981567
303.1681772,629031284,19.6944853,-73.3687981,CLINIQUE MONT DES OLIVIERS,474.8854065
303.1681772,629031286,19.6993236,-73.3803291,DISPENSAIRE ROCHEFORT,509.5647583
303.1681772,629031278,18.4468149,-73.3799971,Dispensaire d'Arnaud,96.95081329
138.5820647,627835025,18.3172872,-73.3779597,DP MEN ANSANM DE SAINTE THERESE,75.8822403
303.1681772,1667421682,18.2812736,-73.397616,Sant Dygno Tik Entegral Aken,26.90612602
303.1681772,1681679054,18.3170984,-73.3779125,Dispensaire Men Ansanm,75.5385437
303.1681772,631502508,19.778396,-73.3459488,Mare Rouge,212.9801636
303.1681772,631502511,19.778396,-73.3459488,Temps Perdu,212.9801636
303.1681772,631502518,19.778396,-73.3459488,CÌ«tes de Fer,212.9801636
456.1204963,629031288,19.6929095,-73.3362431,HOPITAL EVANGELIQUE DE BOMBARDOPOLIS,495.8348999
303.1681772,631502513,19.6910515,-73.347443,Plate Forme,505.2449341
96.13448738,629031271,18.5035005,-73.3422367,HÌ«pital Jules Fleury d'Anse-ÌÊ-Veau,21.17576981
303.1681772,631487448,18.484814,-73.343812,HÌ«pital de l'UniversitÌ© d'Ìätat d'HaÌøti (HUEH),143.1378632
303.1681772,631487452,18.333,-73.35,Centre de SantÌ© Lucelia Bontemps,121.468544
90.35114138,629052240,18.2988831,-73.3434921,DP ST ANTOINE DE VIEUX BOURG D'AQUIN,31.79781723
303.1681772,1681663714,18.2991094,-73.3547166,George's Clinic,32.19958496
100.6083966,627836129,19.8323744,-73.2664886,DP DE COTE DE FER,501.1252441
68.85455339,3229884335,19.6781574,-73.2880738,Dispensaire de Citerne Remy,464.2763062
303.1681772,629031270,18.4364045,-73.2782065,Dispensaire de Saint Yves,233.0895233
303.1681772,629205843,18.371529,-73.29278,Dispensaire de Bouzy,248.9566498
303.1681772,629052244,18.3099418,-73.3049511,CLINIQUE MOBILE FHAPROMES,51.85443115
303.1681772,629052256,18.3107398,-73.3014356,CENTRE MEDICAL DE MASEILLAN,57.03923798
303.1681772,630656059,19.8047718,-73.2465724,CENTRE DE SANTE DE MARE ROUGE,547.1913452
133.1260779,630656065,19.8137064,-73.2678937,FAITH MEDICAL CLINIC SENTRAIN,639.5933228
294.6232871,2490289318,19.7999032,-73.2559721,Health care,657.6535645
666.7215867,619432542,18.4755337,-73.2226541,Centre de SantÌ© la Visitation Petite RiviÌ¬re de Nippes,37.97272873
84.45867564,630731684,18.47629,-73.242491,DISPENSAIRE DE PETITE RIVIERE DE NIPPES,7.944088459
303.1681772,629031277,18.4249544,-73.2689589,DISPENSAIRE DE JAVEL (FERME),597.1869507
303.1681772,619432540,18.3588163,-73.2411154,Hospital Bethel Fonds-des-NÌ¬gres / ArmÌ©e du Salut,283.855011
795.4828752,629205854,18.3611889,-73.2307837,Clinique Bethel,294.3267212
303.1681772,629052265,18.3080638,-73.2456249,CENTRE DE SANTE LA COLLINE,161.2950592
303.1681772,629531903,19.9057197,-73.1957714,DISPENSAIRE DU BORD DE MER,17.01977921
53.46867062,1018549649,19.8556086,-73.1900834,HOPITAL NOTRE DAME DE LA PAIX,66.60115051
249.8841954,629531917,19.837675,-73.2054446,Dispensaire de Grande Lison,182.2297516
303.1681772,629031285,19.7486202,-73.2091821,DISPENSAIRE DE DUPRE,486.6168518
303.1681772,631502510,19.6927339,-73.2004038,Citenne RÌ©my,245.6820068
303.1681772,631502512,19.6927362,-73.2004005,La Source,245.6872406
303.1681772,631502516,19.6927352,-73.2004024,Baie de Henne,245.6856384
303.1681772,629031279,19.6670063,-73.2115326,CENTRE DE SANTE BAIE DE HENNE,14.4804697
303.1681772,629205840,18.9354418,-73.201543,DISPENSAIRE LA SOURCE,254.5186462
